count,time_stamp,adc,sipm_voltage,deadtime,temperatureC
88,407494,511,149.39,547,24.23
89,410799,231,39.55,553,24.34
90,419156,240,41.21,560,24.01
91,419587,435,104.92,565,24.23
92,424167,652,262.10,572,24.34
93,424778,229,39.22,577,24.23
94,428607,307,54.48,583,24.44
95,429802,344,64.67,588,24.01
96,430995,323,58.48,593,24.23
97,432577,188,32.01,600,24.34
98,445339,409,91.12,607,24.44
99,448948,433,104.37,613,23.91
100,451212,551,164.56,618,24.01
101,454223,248,42.69,626,24.34
102,460204,654,259.18,635,24.34
103,464772,319,57.64,641,24.01
104,466691,499,141.24,647,24.44
105,469994,423,97.36,653,24.01
106,471803,295,51.75,660,24.44
107,474560,355,68.30,666,24.01
108,477029,300,52.79,671,24.44
109,480373,96,21.67,676,24.01
110,480967,240,41.21,681,24.23
111,483562,143,25.74,687,24.23
112,485383,294,51.51,692,24.01
113,485524,327,59.28,697,24.34
114,494067,455,117.03,704,24.44
115,495625,352,66.89,709,24.01
116,506166,123,23.83,716,24.01
117,508562,295,51.75,724,24.01
118,522133,216,36.85,733,24.01
119,523505,518,151.06,739,24.01
120,526950,332,61.17,746,24.01
121,527627,240,41.21,751,24.44
122,527815,390,82.70,756,24.01
123,530855,384,80.08,762,24.44
124,531004,352,66.89,767,24.01
125,535524,344,64.67,772,23.91
126,560272,67,18.51,781,24.34
127,564424,240,41.21,786,24.34
128,564826,371,73.82,791,24.01
129,571639,280,48.67,802,24.01
130,602481,368,72.93,815,24.34
131,604607,476,129.76,821,24.01
132,621106,89,21.05,832,24.23
133,626988,376,76.43,837,24.44
134,639313,453,113.81,845,24.01
135,642892,307,54.48,850,23.80
136,649910,88,20.96,856,24.23
137,662304,280,48.67,862,24.01
138,662890,435,104.92,867,23.91
139,665818,492,134.92,873,24.23
140,669620,323,58.48,878,24.01
141,674246,344,64.67,884,24.23
142,677964,255,43.96,891,24.44
143,681040,457,118.95,897,24.34
144,691253,504,143.61,906,24.01
145,703747,385,80.11,917,24.01
146,704505,327,59.28,922,24.23
147,708713,352,66.89,928,24.44
148,718137,505,145.23,936,24.01
149,723452,513,148.53,943,24.01
150,724110,319,57.64,948,24.01
151,738173,88,20.96,956,24.01
152,739741,433,104.37,961,24.01
153,743560,230,39.39,967,24.23
154,744148,369,73.42,972,24.12
155,750233,409,91.12,980,24.44
156,750356,339,62.98,985,24.12
157,751486,319,57.64,991,24.44
158,752509,368,72.93,996,24.34
159,758935,366,72.41,1001,23.91
160,777548,399,87.30,1013,23.58
161,779220,184,31.36,1018,24.01
162,785512,240,41.21,1024,24.23
163,791756,309,55.01,1032,24.01
164,795274,303,53.47,1039,24.01
165,796588,428,101.58,1045,24.01
166,819337,505,145.23,1053,24.01
167,829410,473,126.29,1060,24.23
168,835635,487,132.65,1066,24.44
169,841160,267,46.14,1074,24.01
170,846920,441,109.77,1082,24.34
171,855741,285,49.78,1089,24.23
172,856879,344,64.67,1094,24.44
173,867044,355,68.30,1100,24.44
174,869052,344,64.67,1105,24.01
175,870649,396,85.28,1110,24.44
176,873147,231,39.55,1116,24.01
177,874976,193,32.84,1121,23.80
178,883532,295,51.75,1130,24.34
179,883552,287,50.23,1135,24.01
180,886942,304,53.73,1140,24.01
181,889187,368,72.93,1145,24.23
182,898494,291,50.97,1151,24.01
183,901024,332,61.17,1157,24.01
184,903818,606,221.61,1162,24.23
185,906887,312,55.68,1168,24.23
186,908376,268,46.26,1173,24.34
187,912714,263,45.37,1181,23.91
188,925939,143,25.74,1194,23.58
189,934033,57,16.93,1201,24.01
190,935775,281,48.90,1207,24.12
191,937617,300,52.79,1213,24.44
192,940670,492,134.92,1218,24.34
193,942430,487,132.65,1226,24.44
194,948179,345,64.98,1234,24.44
195,959338,252,43.42,1241,23.80
196,959796,344,64.67,1248,24.01
197,961044,70,18.93,1253,24.01
198,967962,319,57.64,1260,23.80
199,970501,227,38.83,1266,24.01
200,978978,243,41.74,1274,24.01
201,980388,207,35.26,1280,24.23
202,985998,275,47.73,1288,24.23
203,991723,376,76.43,1295,24.01
204,994872,490,139.21,1302,24.01
205,997463,371,73.82,1308,24.23
206,999005,358,69.10,1313,24.01
207,999149,254,43.77,1318,24.44
208,1002017,312,55.68,1324,24.01
209,1002143,435,104.92,1329,23.80
210,1003748,352,66.89,1334,23.91
211,1015202,368,72.93,1342,24.01
212,1018534,402,87.25,1347,24.01
213,1019160,432,101.61,1352,23.80
214,1036830,428,101.58,1361,24.44
215,1043397,519,154.30,1367,24.12
216,1047404,348,65.64,1374,24.34
217,1051000,371,73.82,1379,24.01
218,1051939,377,76.28,1385,24.01
219,1053456,270,46.71,1391,24.34
220,1060453,323,58.48,1399,24.01
221,1061693,419,97.20,1405,24.44
222,1066823,463,119.23,1412,24.12
223,1074505,199,33.86,1419,23.91
224,1080322,480,130.21,1424,24.23
225,1083186,284,49.41,1431,24.01
226,1085681,335,61.77,1437,24.01
227,1096154,335,61.77,1443,24.01
228,1096352,391,82.35,1448,24.23
229,1099171,387,81.05,1453,24.34
230,1103108,435,104.92,1459,23.91
231,1103131,327,59.28,1464,24.01
232,1104989,412,92.93,1471,24.01
233,1107271,428,101.58,1476,23.58
234,1107336,263,45.37,1481,23.91
235,1111404,287,50.23,1488,24.34
236,1115111,263,45.37,1494,24.34
237,1119961,412,92.93,1501,24.01
238,1133624,294,51.51,1508,23.91
239,1144114,353,67.64,1516,24.01
240,1158648,250,43.04,1523,24.01
241,1160727,285,49.78,1530,24.34
242,1163846,366,72.41,1537,24.23
243,1164324,399,87.30,1542,23.91
244,1178086,391,82.35,1551,24.23
245,1198715,398,85.63,1562,23.80
246,1201702,255,43.96,1569,24.34
247,1202333,403,88.99,1574,24.01
248,1202442,99,21.91,1579,24.01
249,1202671,76,19.69,1585,24.23
250,1204218,238,40.82,1590,24.01
251,1212085,332,61.17,1598,24.01
252,1212824,184,31.36,1604,24.01
253,1214599,399,87.30,1609,24.01
254,1216582,423,97.36,1614,24.44
255,1221228,423,97.36,1619,24.01
256,1222446,323,58.48,1626,24.34
257,1223862,252,43.42,1632,24.44
258,1226009,384,80.08,1639,24.23
259,1226218,344,64.67,1644,24.01
260,1226988,263,45.37,1649,23.58
261,1228550,448,112.41,1657,24.01
262,1236767,185,31.51,1665,24.01
263,1245908,57,16.93,1671,24.01
264,1248112,652,262.10,1677,24.34
265,1258115,344,64.67,1688,24.01
266,1258685,280,48.67,1693,24.01
267,1260282,287,50.23,1699,24.23
268,1264323,307,54.48,1705,24.01
269,1264828,287,50.23,1710,24.23
270,1272264,269,46.58,1716,24.01
271,1273141,263,45.37,1722,24.34
272,1277923,387,81.05,1728,24.23
273,1283586,376,76.43,1735,24.01
274,1285212,518,151.06,1740,24.12
275,1285278,510,148.47,1746,23.91
276,1303882,348,65.64,1753,24.01
277,1304913,387,81.05,1758,24.12
278,1306201,317,56.91,1763,24.01
279,1307380,348,65.64,1768,24.01
280,1310182,536,160.18,1773,24.01
281,1316705,240,41.21,1782,24.01
282,1317023,252,43.42,1788,24.23
283,1319368,543,164.77,1794,24.01
284,1334288,192,32.67,1802,24.01
285,1359794,307,54.48,1818,24.34
286,1363106,287,50.23,1824,24.34
287,1364001,448,112.41,1830,23.80
288,1373007,387,81.05,1838,23.69
289,1379163,460,119.54,1845,24.01
290,1381592,371,73.82,1852,24.01
291,1384593,408,90.57,1857,24.23
292,1394011,236,40.44,1866,24.01
293,1394684,398,85.63,1872,24.01
294,1395128,152,26.78,1877,24.01
295,1398764,295,51.75,1882,24.01
296,1420339,368,72.93,1892,23.91
297,1421650,284,49.41,1899,24.23
298,1426683,99,21.91,1906,24.01
299,1440650,259,44.69,1915,24.34
300,1442879,335,61.77,1922,24.12
301,1444236,334,61.44,1927,24.23
302,1445128,243,41.74,1932,24.44
303,1450571,390,82.70,1942,24.23
304,1454921,344,64.67,1948,24.23
305,1457174,319,57.64,1954,24.01
306,1462844,305,53.88,1961,24.34
307,1464107,285,49.78,1967,23.48
308,1464208,280,48.67,1973,24.23
309,1466632,224,38.29,1979,24.34
310,1472457,460,119.54,1987,24.23
311,1477577,654,259.18,1994,24.34
312,1480538,284,49.41,2001,23.91
313,1481704,88,20.96,2008,24.01
314,1492557,403,88.99,2018,24.01
315,1498720,487,132.65,2026,23.91
316,1498919,380,78.12,2032,24.01
317,1503070,327,59.28,2038,24.01
318,1503388,127,24.18,2044,24.01
319,1507446,302,53.30,2051,23.91
320,1510942,327,59.28,2056,23.80
321,1516623,433,104.37,2063,24.34
322,1517957,403,88.99,2068,23.91
323,1519005,399,87.30,2073,24.23
324,1522903,753,514.96,2079,24.34
325,1532398,319,57.64,2086,24.23
326,1539572,627,249.17,2092,24.01
327,1558281,451,113.08,2099,24.01
328,1561521,332,61.17,2105,24.01
329,1562680,510,148.47,2113,24.23
330,1568631,263,45.37,2120,23.69
331,1569188,785,647.86,2126,23.91
332,1571808,280,48.67,2132,24.01
333,1574130,268,46.26,2139,24.01
334,1574710,344,64.67,2145,23.58
335,1574919,517,151.05,2150,24.34
336,1591407,345,64.98,2160,24.01
337,1602998,371,73.82,2168,24.23
338,1608144,355,68.30,2175,24.12
339,1608880,270,46.71,2180,23.91
